DO NOT MODIFY! Scanner has some issues which are yet to be fixed. Changes will be overwritten.

name;games;email;url
sdg;Unturned; ;https://store.steampowered.com/developer/sdg?snr=1_5_9__2000
Kasedo;Warhammer 40,000: Mechanicus,Rise of Industry,Crowntakers,Warhammer 40,000: Mechanicus,Warhammer 40,000: Mechanicus,Warhammer 40,000: Mechanicus,Rezrog,Excubitor; ;https://store.steampowered.com/developer/Kasedo?snr=1_5_9__2000
UPLAY Online;Youtubers Life; ;https://store.steampowered.com/search/?developer=UPLAY%20Online&snr=1_5_9__2000
https://store.steampowered.com/curator/34364238;Little Misfortune,Fran Bow; ;https://store.steampowered.com/curator/34364238?snr=1_5_9__2000
Spiderling;Besiege; ;https://store.steampowered.com/developer/Spiderling?snr=1_5_9__2000
D3T Limited;SEGA Mega Drive and Genesis Classics; ;https://store.steampowered.com/search/?developer=D3T%20Limited&snr=1_5_9__2000
deepsilver;Saints Row IV,Saints Row: The Third,Saints Row 2,Saints Row: Gat out of Hell,Mighty No. 9,Saints Row IV - Reverse Cosplay Pack,Saints Row IV: Game of the Century Edition; ;https://store.steampowered.com/developer/deepsilver?snr=1_5_9__2000
Abrakam Entertainment SA;Roguebook,Faeria; ;https://store.steampowered.com/search/?developer=Abrakam%20Entertainment%20SA&snr=1_5_9__2000
https://store.steampowered.com/curator/33365151;Lethal League Blaze,Lethal League,Megabyte Punch; ;https://store.steampowered.com/curator/33365151?snr=1_5_9__2000
Hyper Hippo Games;AdVenture Capitalist,Elastrix; ;https://store.steampowered.com/search/?developer=Hyper%20Hippo%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/37884071;Dungeon Defenders; ;https://store.steampowered.com/curator/37884071?snr=1_5_9__2000
tobspr-games;shapez.io,schoolbreak.io,; ;https://store.steampowered.com/developer/tobspr-games?snr=1_5_9__2000
MattDabrowski;Streets of Rogue; ;https://store.steampowered.com/developer/MattDabrowski?snr=1_5_9__2000
RWS;POSTAL 2,POSTAL Redux,POSTAL,; ;https://store.steampowered.com/developer/RWS?snr=1_5_9__2000
AtomTeam;ATOM RPG Trudograd,ATOM RPG: Post-apocalyptic indie game; ;https://store.steampowered.com/search/?developer=AtomTeam&snr=1_5_9__2000
yachtclubgames;Shovel Knight: Treasure Trove,Shovel Knight: Shovel of Hope,Shovel Knight: Specter of Torment,Shovel Knight: King of Cards,Shovel Knight Showdown; ;https://store.steampowered.com/developer/yachtclubgames?snr=1_5_9__2000
perfectworldentertainment;Torchlight II; ;https://store.steampowered.com/developer/perfectworldentertainment?snr=1_5_9__2000
terrycavanagh;Dicey Dungeons,Super Hexagon,VVVVVV; ;https://store.steampowered.com/developer/terrycavanagh?snr=1_5_9__2000
glassbottomgames;SkateBIRD,Hot Tin Roof: The Cat That Wore A Fedora,Spartan Fist; ;https://store.steampowered.com/developer/glassbottomgames?snr=1_5_9__2000
TrampolineTales;Luck be a Landlord; ;https://store.steampowered.com/developer/TrampolineTales?snr=1_5_9__2000
Thomas Moon Kang;One Step From Eden; ;https://store.steampowered.com/search/?developer=Thomas%20Moon%20Kang&snr=1_5_9__2000
Arcade Oven;Hotel Magnate; ;https://store.steampowered.com/search/?developer=Arcade%20Oven&snr=1_5_9__2000
DoubleDutchGames;SpeedRunners; ;https://store.steampowered.com/developer/DoubleDutchGames?snr=1_5_9__2000
kitfoxgames;Boyfriend Dungeon,Moon Hunters; ;https://store.steampowered.com/developer/kitfoxgames?snr=1_5_9__2000
CampoSanto;Firewatch,In The Valley of Gods; ;https://store.steampowered.com/developer/CampoSanto?snr=1_5_9__2000
bugbyte;Space Haven,Battlevoid: Harbinger,Battlevoid: Sector Siege; ;https://store.steampowered.com/developer/bugbyte?snr=1_5_9__2000
Aspyr (Mac, Linux, &ampsemicolon Windows Update);STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™; ;https://store.steampowered.com/search/?developer=Aspyr%20%28Mac%2C%20Linux%2C%20%26amp%3B%20Windows%20Update%29&snr=1_5_9__2000
https://store.steampowered.com/curator/40693298;Across the Obelisk,Empire TV Tycoon; ;https://store.steampowered.com/curator/40693298?snr=1_5_9__2000
Contingent99;Wizard of Legend; ;https://store.steampowered.com/search/?developer=Contingent99&snr=1_5_9__2000
pa-inc;Planetary Annihilation: TITANS; ;https://store.steampowered.com/developer/pa-inc?snr=1_5_9__2000
https://store.steampowered.com/curator/35731754;Iratus: Lord of the Dead; ;https://store.steampowered.com/curator/35731754?snr=1_5_9__2000
Dotemu;Streets of Rage 4; ;https://store.steampowered.com/developer/Dotemu?snr=1_5_9__2000
https://store.steampowered.com/curator/39720094;Streets of Rage 4; ;https://store.steampowered.com/curator/39720094?snr=1_5_9__2000
Lizardcube;Streets of Rage 4,Wonder Boy: The Dragon's Trap; ;https://store.steampowered.com/developer/Lizardcube?snr=1_5_9__2000
Casper Croes;Alisa; ;https://store.steampowered.com/search/?developer=Casper%20Croes&snr=1_5_9__2000
CodeClub;Wurm Online,Wurm Unlimited; ;https://store.steampowered.com/developer/CodeClub?snr=1_5_9__2000
Illwinter Game Design;Conquest of Elysium 5,Dominions 5 - Warriors of the Faith,Dominions 4: Thrones of Ascension,Conquest of Elysium 4,Conquest of Elysium 3,Dominions 3: The Awakening; ;https://store.steampowered.com/search/?developer=Illwinter%20Game%20Design&snr=1_5_9__2000
Midjiwan AB;The Battle of Polytopia; ;https://store.steampowered.com/search/?developer=Midjiwan%20AB&snr=1_5_9__2000
failbettergames;SUNLESS SEA,Sunless Skies: Sovereign Edition; ;https://store.steampowered.com/developer/failbettergames?snr=1_5_9__2000
Deck Nine;Life is Strange: Before the Storm; ;https://store.steampowered.com/search/?developer=Deck%20Nine&snr=1_5_9__2000
ALTARI GAMES;Lost Ruins; ;https://store.steampowered.com/search/?developer=ALTARI%20GAMES&snr=1_5_9__2000
greenheartgames;Game Dev Tycoon; ;https://store.steampowered.com/developer/greenheartgames?snr=1_5_9__2000
Asym;West of Loathing; ;https://store.steampowered.com/developer/Asym?snr=1_5_9__2000
Easy Trigger Games;HUNTDOWN; ;https://store.steampowered.com/search/?developer=Easy%20Trigger%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/35183803;Empires of the Undergrowth; ;https://store.steampowered.com/curator/35183803?snr=1_5_9__2000
https://store.steampowered.com/curator/33981569;Colony Survival; ;https://store.steampowered.com/curator/33981569?snr=1_5_9__2000
sowokegames;No one lives under the lighthouse Director's cut; ;https://store.steampowered.com/developer/sowokegames?snr=1_5_9__2000
Elias Viglione;Hero Siege; ;https://store.steampowered.com/search/?developer=Elias%20Viglione&snr=1_5_9__2000
Jussi Kukkonen;Hero Siege; ;https://store.steampowered.com/search/?developer=Jussi%20Kukkonen&snr=1_5_9__2000
LINCEWORKS;Aragami; ;https://store.steampowered.com/developer/LINCEWORKS?snr=1_5_9__2000
succubi;KeeperRL; ;https://store.steampowered.com/developer/succubi?snr=1_5_9__2000
Con Man Games;Kindergarten 2,Kindergarten; ;https://store.steampowered.com/search/?developer=Con%20Man%20Games&snr=1_5_9__2000
SmashGames;Kindergarten 2,Kindergarten,Roguelands,Magicite; ;https://store.steampowered.com/search/?developer=SmashGames&snr=1_5_9__2000
defiantdev;Hand of Fate 2,Hand of Fate; ;https://store.steampowered.com/developer/defiantdev?snr=1_5_9__2000
superhot-team;SUPERHOT,SUPERHOT: MIND CONTROL DELETE; ;https://store.steampowered.com/developer/superhot-team?snr=1_5_9__2000
adamgryu;A Short Hike; ;https://store.steampowered.com/search/?developer=adamgryu&snr=1_5_9__2000
SkaStudios;Salt and Sanctuary,Charlie Murder,The Dishwasher: Vampire Smile; ;https://store.steampowered.com/developer/SkaStudios?snr=1_5_9__2000
Sean Young;Littlewood,Wraithslayer; ;https://store.steampowered.com/search/?developer=Sean%20Young&snr=1_5_9__2000
Perun Creative;Hobo: Tough Life; ;https://store.steampowered.com/search/?developer=Perun%20Creative&snr=1_5_9__2000
Snoozy Kazoo;Turnip Boy Commits Tax Evasion; ;https://store.steampowered.com/search/?developer=Snoozy%20Kazoo&snr=1_5_9__2000
Crytivo;The Universim; ;https://store.steampowered.com/developer/Crytivo?snr=1_5_9__2000
Brightrock;War for the Overworld; ;https://store.steampowered.com/developer/Brightrock?snr=1_5_9__2000
dpad;Owlboy,Savant - Ascent; ;https://store.steampowered.com/developer/dpad?snr=1_5_9__2000
Placeholder Gameworks;Death and Taxes; ;https://store.steampowered.com/search/?developer=Placeholder%20Gameworks&snr=1_5_9__2000
deliinteractive;We Need To Go Deeper; ;https://store.steampowered.com/developer/deliinteractive?snr=1_5_9__2000
Tripwire;Killing Floor; ;https://store.steampowered.com/developer/Tripwire?snr=1_5_9__2000
AnukenDev;Mindustry; ;https://store.steampowered.com/search/?developer=AnukenDev&snr=1_5_9__2000
Blooberteam;Layers of Fear,>observer_,BRAWL; ;https://store.steampowered.com/developer/Blooberteam?snr=1_5_9__2000
landfallgames;Clustertruck,Square Brawl,Air Brawl; ;https://store.steampowered.com/developer/landfallgames?snr=1_5_9__2000
Runner Duck;Space Crew: Legendary Edition,Bomber Crew; ;https://store.steampowered.com/search/?developer=Runner%20Duck&snr=1_5_9__2000
Targem;Star Conflict,BlazeRush; ;https://store.steampowered.com/developer/Targem?snr=1_5_9__2000
braceyourselfgames;Crypt of the NecroDancer; ;https://store.steampowered.com/developer/braceyourselfgames?snr=1_5_9__2000
LVGameDev;SimAirport; ;https://store.steampowered.com/developer/LVGameDev?snr=1_5_9__2000
Choice of Games;Vampire: The Masquerade — Parliament of Knives,Vampire: The Masquerade — Night Road,Vampire: The Masquerade — Out for Blood,Battlemage: Magic by Mail,Jolly Good: Cakes and Ale,Fox Spirit: A Two-Tailed Adventure,180 Files: The Aegis Project,Kidnapped! A Royal Birthday,Fate of the Storm Gods,VERSUS: The Deathscapes,The Play's the Thing,Wraiths of SENTINEL,The Luminous Underground,Pugmire: Treasure of the Sea Dogs,Light Years Apart,Witchcraft U,New Witch in Town,,Faerie's Bargain: The Price of Business,Cliffhanger: Challenger of Tomorrow,Lies Under Ice,The Dragon and the Djinn,Professor of Magical Studies,Nikola Tesla: War of the Currents,Esper Uprising: Hearts of Crystal; ;https://store.steampowered.com/search/?developer=Choice%20of%20Games&snr=1_5_9__2000
Nuke Nine;Vagante; ;https://store.steampowered.com/search/?developer=Nuke%20Nine&snr=1_5_9__2000
Tendershoot;Hypnospace Outlaw; ;https://store.steampowered.com/search/?developer=Tendershoot&snr=1_5_9__2000
Michael Lasch;Hypnospace Outlaw; ;https://store.steampowered.com/search/?developer=Michael%20Lasch&snr=1_5_9__2000
ThatWhichIs Media;Hypnospace Outlaw; ;https://store.steampowered.com/search/?developer=ThatWhichIs%20Media&snr=1_5_9__2000
https://store.steampowered.com/curator/35486789;From the Depths; ;https://store.steampowered.com/curator/35486789?snr=1_5_9__2000
Acureus;Draw & Guess,Cave Guesser,; ;https://store.steampowered.com/search/?developer=Acureus&snr=1_5_9__2000
zachtronics;Opus Magnum,SHENZHEN I/O,EXAPUNKS,Infinifactory,TIS-100,SpaceChem,MOLEK-SYNTEZ,Möbius Front '83,Eliza,NERTS! Online,Ironclad Tactics,SHENZHEN SOLITAIRE,EXAPUNKS: TEC Redshift Player; ;https://store.steampowered.com/developer/zachtronics?snr=1_5_9__2000
Zan_HedonDev;Hedon Bloodrite; ;https://store.steampowered.com/search/?developer=Zan_HedonDev&snr=1_5_9__2000
https://store.steampowered.com/curator/6858085;VA-11 Hall-A: Cyberpunk Bartender Action; ;https://store.steampowered.com/curator/6858085?snr=1_5_9__2000
handelabra;Sentinels of the Multiverse,Spirit Island,One Deck Dungeon,Aeon's End,Bottom of the 9th; ;https://store.steampowered.com/developer/handelabra?snr=1_5_9__2000
Osumia Games;RUNNING WITH RIFLES; ;https://store.steampowered.com/search/?developer=Osumia%20Games&snr=1_5_9__2000
Coffee Stain Studios;Goat Simulator,Sanctum 2; ;https://store.steampowered.com/search/?developer=Coffee%20Stain%20Studios&snr=1_5_9__2000
iceberg;Sacred Fire: A Role Playing Game,Midnight Protocol,Shortest Trip to Earth,Circle Empires,Ceres; ;https://store.steampowered.com/developer/iceberg?snr=1_5_9__2000
nomnomnami;BAD END THEATER; ;https://store.steampowered.com/developer/nomnomnami?snr=1_5_9__2000
thoseawesomeguys;Move or Die; ;https://store.steampowered.com/developer/thoseawesomeguys?snr=1_5_9__2000
Mouse Hat Games;Logic World; ;https://store.steampowered.com/search/?developer=Mouse%20Hat%20Games&snr=1_5_9__2000
FreeLives;Broforce; ;https://store.steampowered.com/developer/FreeLives?snr=1_5_9__2000
GB Patch Games;Our Life: Beginnings & Always,Our Life: Now & Forever,; ;https://store.steampowered.com/search/?developer=GB%20Patch%20Games&snr=1_5_9__2000
AxisGames;Axis Football 2021,Axis Football 2019,Axis Football 2018,Axis Football 2020,Axis Football 2017,Axis Football 2015,Axis Football 2016,Meld; ;https://store.steampowered.com/developer/AxisGames?snr=1_5_9__2000
tinybuild;Hellpoint,Totally Reliable Delivery Service,Guts and Glory,Party Hard,No Time To Explain Remastered,Lovely Planet,Lovely Planet 2: April Skies,Not The Robots,Lovely Planet Arcade,Spoiler Alert; ;https://store.steampowered.com/developer/tinybuild?snr=1_5_9__2000
funselektorlabs;art of rally,Absolute Drift; ;https://store.steampowered.com/developer/funselektorlabs?snr=1_5_9__2000
fayju;Amazing Frog?; ;https://store.steampowered.com/developer/fayju?snr=1_5_9__2000
triumphstudios;Age of Wonders III; ;https://store.steampowered.com/developer/triumphstudios?snr=1_5_9__2000
croteam;The Talos Principle,Serious Sam 3: BFE,Serious Sam Fusion 2017 (beta),The Talos Principle VR,Serious Sam VR: The First Encounter,Serious Sam 3 VR: BFE,Serious Sam's Bogus Detour,I Hate Running Backwards,Serious Sam VR: The Second Encounter,,Sigils of Elohim; ;https://store.steampowered.com/developer/croteam?snr=1_5_9__2000
MatthewBrown;Hexcells Infinite,Hexcells,Hexcells Plus,CrossCells,SquareCells,Sentinel; ;https://store.steampowered.com/developer/MatthewBrown?snr=1_5_9__2000
6EyesStudio;Fell Seal: Arbiter's Mark; ;https://store.steampowered.com/developer/6EyesStudio?snr=1_5_9__2000
Hyperstrange;Jupiter Hell; ;https://store.steampowered.com/developer/Hyperstrange?snr=1_5_9__2000
emberfish;Hadean Tactics; ;https://store.steampowered.com/developer/emberfish?snr=1_5_9__2000
szymanski;Kyle is Famous: Complete Edition; ;https://store.steampowered.com/developer/szymanski?snr=1_5_9__2000
https://store.steampowered.com/curator/32951102;LISA: The Painful; ;https://store.steampowered.com/curator/32951102?snr=1_5_9__2000
atelier801;Transformice,Dead Maze,Tomb Rumble; ;https://store.steampowered.com/developer/atelier801?snr=1_5_9__2000
supergiantgames;Pyre,Bastion,Transistor; ;https://store.steampowered.com/developer/supergiantgames?snr=1_5_9__2000
clifftopgames;Kathy Rain: Director's Cut; ;https://store.steampowered.com/developer/clifftopgames?snr=1_5_9__2000
tornbanner;Chivalry: Medieval Warfare; ;https://store.steampowered.com/developer/tornbanner?snr=1_5_9__2000
Voxel Tycoon;Voxel Tycoon; ;https://store.steampowered.com/search/?developer=Voxel%20Tycoon&snr=1_5_9__2000
Magic Pixel Kft.;Zaccaria Pinball; ;https://store.steampowered.com/search/?developer=Magic%20Pixel%20Kft.&snr=1_5_9__2000
nisa;Disgaea 2 PC; ;https://store.steampowered.com/developer/nisa?snr=1_5_9__2000
https://store.steampowered.com/curator/33029485;Rakuen; ;https://store.steampowered.com/curator/33029485?snr=1_5_9__2000
ROCKFISH;EVERSPACE™; ;https://store.steampowered.com/developer/ROCKFISH?snr=1_5_9__2000
Thorium;UnderMine; ;https://store.steampowered.com/developer/Thorium?snr=1_5_9__2000
Game Grumps;Dream Daddy: A Dad Dating Simulator; ;https://store.steampowered.com/search/?developer=Game%20Grumps&snr=1_5_9__2000
Notovia;I'm on Observation Duty,I'm on Observation Duty 2: Timothy's Revenge,I'm on Observation Duty 3,LONELY, LUSTFUL, ARROGANT, HATEFUL; ;https://store.steampowered.com/developer/Notovia?snr=1_5_9__2000
That Fish;The Greatest Penguin Heist of All Time; ;https://store.steampowered.com/search/?developer=That%20Fish&snr=1_5_9__2000
That Other Fish;The Greatest Penguin Heist of All Time; ;https://store.steampowered.com/search/?developer=That%20Other%20Fish&snr=1_5_9__2000
megastorm;Shotgun Farmers,Skyhook; ;https://store.steampowered.com/developer/megastorm?snr=1_5_9__2000
DestructiveCreations;Hatred,IS Defense; ;https://store.steampowered.com/developer/DestructiveCreations?snr=1_5_9__2000
Hopoo Games;Risk of Rain,DEADBOLT; ;https://store.steampowered.com/search/?developer=Hopoo%20Games&snr=1_5_9__2000
Powerhoof;Crawl,Regular Human Basketball,The Drifter; ;https://store.steampowered.com/developer/Powerhoof?snr=1_5_9__2000
Thomas Happ Games LLC;Axiom Verge; ;https://store.steampowered.com/search/?developer=Thomas%20Happ%20Games%20LLC&snr=1_5_9__2000
j4nw;Pawnbarian; ;https://store.steampowered.com/developer/j4nw?snr=1_5_9__2000
Samurai Games;Your Chronicle; ;https://store.steampowered.com/search/?developer=Samurai%20Games&snr=1_5_9__2000
Humongous Entertainment;Freddi Fish and the Case of the Missing Kelp Seeds,Freddi Fish 2: The Case of the Haunted Schoolhouse,Spy Fox 2 "Some Assembly Required",Pajama Sam: No Need to Hide When It's Dark Outside,Putt-Putt® Goes to the Moon,Putt-Putt® Saves The Zoo,Pajama Sam 2: Thunder And Lightning Aren't So Frightening,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,Putt-Putt® Travels Through Time,Freddi Fish 3: The Case of the Stolen Conch Shell,Spy Fox in "Dry Cereal",Putt-Putt® Enters the Race,Spy Fox 3 "Operation Ozone",Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,Freddi Fish 5: The Case of the Creature of Coral Cove,Putt-Putt® Joins the Parade,Fatty Bear's Birthday Surprise,Putt-Putt® Joins the Circus,Pajama Sam's Sock Works,Pajama Sam's Lost & Found,Let's Explore the Jungle (Junior Field Trips),Freddi Fish and Luther's Water Worries,Freddi Fish and Luther's Maze Madness,Let's Explore the Airport (Junior Field Trips),Big Thinkers 1st Grade,Putt-Putt® and Pep's Balloon-o-Rama,Big Thinkers Kindergarten,Putt-Putt® and Fatty Bear's Activity Pack,Pajama Sam: Games to Play on Any Day,Putt-Putt® and Pep's Dog on a Stick,Spy Fox In: Hold the Mustard,Spy Fox In: Cheese Chase,Let's Explore the Farm (Junior Field Trips); ;https://store.steampowered.com/search/?developer=Humongous%20Entertainment&snr=1_5_9__2000
GSC;Cossacks 3; ;https://store.steampowered.com/developer/GSC?snr=1_5_9__2000
Shugasu GmbH;Idling to Rule the Gods,Idle Cooking Emperor; ;https://store.steampowered.com/search/?developer=Shugasu%20GmbH&snr=1_5_9__2000
